rule_index,metadata.creation_date,metadata.maturity,metadata.min_stack_comments,metadata.min_stack_version,metadata.updated_date,rule.author,rule.description,rule.false_positives,rule.index,rule.language,rule.license,rule.name,rule.references,rule.risk_score,rule.rule_id,rule.severity,rule.tags,rule.timestamp_override,rule.type,rule.query,rule.from,rule.max_signals,rule.note,rule.threat,rule.threshold,rule.timeline_id,rule.timeline_title,rule.interval,rule.threat_index,rule.threat_indicator_path,rule.threat_language,rule.threat_query,rule.threat_filters,rule.threat_mapping,rule.anomaly_threshold,rule.machine_learning_job_id,rule.rule_name_override,rule.risk_score_mapping,rule.severity_mapping,metadata.query_schema_validation,metadata.deprecation_date,rule.filters,metadata.integration
526,2020/02/18,deprecated,,,2021/04/15,['Elastic'],Adversaries may attempt to get information about running processes on a system.,"[""    Administrators may use the tasklist command to display a list of currently running processes. By itself, it does not\n    indicate malicious activity. After obtaining a foothold, it's possible adversaries may use discovery commands like\n    tasklist to get information about running processes.\n    ""]","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",kuery,Elastic License v2,Process Discovery via Tasklist,,21,cc16f774-59f9-462d-8b98-d27ccd4519ec,low,"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Discovery']",event.ingested,query,"event.category:process and event.type:(start or process_started) and process.name:tasklist.exe
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1057', 'name': 'Process Discovery', 'reference': 'https://attack.mitre.org/techniques/T1057/'}], 'tactic': {'id': 'TA0007', 'name': 'Discovery', 'reference': 'https://attack.mitre.org/tactics/TA0007/'}}]",,,,,,,,,,,,,,,,,2021/04/15,,
527,2020/12/04,deprecated,,,2021/04/15,['Elastic'],"Enumeration or discovery of the Windows registry using reg.exe. This information can be used to perform follow-on
activities.
",,"['logs-endpoint.events.*', 'winlogbeat-*', 'logs-windows.*']",eql,Elastic License v2,Query Registry via reg.exe,,21,68113fdc-3105-4cdd-85bb-e643c416ef0b,low,"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Discovery']",event.ingested,eql,"process where event.type in (""start"", ""process_started"") and
  (process.name : ""reg.exe"" or process.pe.original_file_name == ""reg.exe"") and
  process.args == ""query""
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1012', 'name': 'Query Registry', 'reference': 'https://attack.mitre.org/techniques/T1012/'}], 'tactic': {'id': 'TA0007', 'name': 'Discovery', 'reference': 'https://attack.mitre.org/tactics/TA0007/'}}]",,,,,,,,,,,,,,,,,2021/04/15,,
528,2020/02/18,deprecated,,,2021/04/15,['Elastic'],"The whoami application was executed on a Linux host. This is often used by tools and persistence mechanisms to test for
privileged access.
",['    Security testing tools and frameworks may run this command. Some normal use of this command may originate from\n    automation tools and frameworks.\n    '],"['auditbeat-*', 'logs-endpoint.events.*']",kuery,Elastic License v2,User Discovery via Whoami,,21,120559c6-5e24-49f4-9e30-8ffe697df6b9,low,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Discovery']",event.ingested,query,"event.category:process and event.type:(start or process_started) and process.name:whoami
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1033', 'name': 'System Owner/User Discovery', 'reference': 'https://attack.mitre.org/techniques/T1033/'}], 'tactic': {'id': 'TA0007', 'name': 'Discovery', 'reference': 'https://attack.mitre.org/tactics/TA0007/'}}]",,,,,,,,,,,,,,,,,2021/04/15,,
529,2022/02/24,deprecated,,,2022/05/09,['Elastic'],"Identifies Linux binary apt/apt-get abuse to breakout out of restricted shells or environments by spawning an
interactive system shell. The apt utility allows us to manage installation and removal of softwares on Debian based
Linux distributions and the activity of spawning shell is not a standard use of this binary for a user or system
administrator. It indicates a potentially malicious actor attempting to improve the capabilities or stability of their
access.
",,['logs-endpoint.events.*'],eql,Elastic License v2,Linux Restricted Shell Breakout via  apt/apt-get Changelog Escape,"['https://gtfobins.github.io/gtfobins/apt/', 'https://gtfobins.github.io/gtfobins/apt-get/']",47,8fed8450-847e-43bd-874c-3bbf0cd425f3,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Execution', 'GTFOBins']",event.ingested,eql,"process where event.type == ""start"" and process.name == ""sensible-pager"" and
  process.args in (""/bin/sh"", ""/bin/bash"", ""/bin/dash"", ""sh"", ""bash"", ""dash"") and
  process.parent.name in (""apt"", ""apt-get"") and process.parent.args == ""changelog""
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.004', 'name': 'Unix Shell', 'reference': 'https://attack.mitre.org/techniques/T1059/004/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2022/05/09,,
530,2022/02/24,deprecated,,,2022/05/09,['Elastic'],"Identifies Linux binary awk abuse to breakout out of restricted shells or environments by spawning an interactive system
shell. The awk utility is a text processing language used for data extraction and reporting tools and the activity of
spawning shell is not a standard use of this binary for a user or system administrator. It indicates a potentially
malicious actor attempting to improve the capabilities or stability of their access.
",,['logs-endpoint.events.*'],eql,Elastic License v2,Linux Restricted Shell Breakout via awk Commands,"['https://gtfobins.github.io/gtfobins/nawk/', 'https://gtfobins.github.io/gtfobins/mawk/']",47,10754992-28c7-4472-be5b-f3770fd04f2d,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Execution', 'GTFOBins']",event.ingested,eql,"process where event.type == ""start"" and process.name in (""sh"", ""bash"", ""dash"") and
  process.parent.name in (""nawk"", ""mawk"", ""awk"", ""gawk"") and process.parent.args : ""BEGIN {system(*)}""
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.004', 'name': 'Unix Shell', 'reference': 'https://attack.mitre.org/techniques/T1059/004/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2022/05/09,,
531,2022/03/15,deprecated,,,2022/05/09,['Elastic'],"Identifies Linux binary busybox abuse to break out from restricted environments by spawning an interactive system
shell.The busybox is software utility suite that provides several Unix utilities in a single executable file and the
activity of spawing a shell is not a standard use of this binary by a user or system administrator. It indicates a
potentially malicious actor attempting to improve the capabilities or stability of their access.
",,['logs-endpoint.events.*'],eql,Elastic License v2,Linux Restricted Shell Breakout via busybox Shell Evasion,['https://gtfobins.github.io/gtfobins/busybox/'],47,e9b4a3c7-24fc-49fd-a00f-9c938031eef1,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Execution', 'GTFOBins']",event.ingested,eql,"process where event.type == ""start"" and process.name == ""busybox"" and process.args_count == 2 and process.args in (""/bin/sh"", ""/bin/ash"", ""sh"", ""ash"")
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.004', 'name': 'Unix Shell', 'reference': 'https://attack.mitre.org/techniques/T1059/004/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2022/05/09,,
532,2022/03/15,deprecated,,,2022/05/09,['Elastic'],"Identifies Linux binary c89/c99 abuse to break out from restricted environments by spawning an interactive system
shell.The c89/c99 utility is an interface to the standard C compilation system and the activity of spawing a shell is
not a standard use of this binary by a user or system administrator. It indicates a potentially malicious actor
attempting to improve the capabilities or stability of their access.
",,['logs-endpoint.events.*'],eql,Elastic License v2,Linux Restricted Shell Breakout via c89/c99 Shell evasion,"['https://gtfobins.github.io/gtfobins/c89/', 'https://gtfobins.github.io/gtfobins/c99/']",47,1859ce38-6a50-422b-a5e8-636e231ea0cd,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Execution', 'GTFOBins']",event.ingested,eql,"process where event.type == ""start"" and process.name in (""sh"", ""dash"", ""bash"") and
  process.parent.name in (""c89"",""c99"") and process.parent.args == ""-wrapper"" and
  process.parent.args in (""sh,-s"", ""bash,-s"", ""dash,-s"", ""/bin/sh,-s"", ""/bin/bash,-s"", ""/bin/dash,-s"")
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.004', 'name': 'Unix Shell', 'reference': 'https://attack.mitre.org/techniques/T1059/004/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2022/05/09,,
533,2020/02/18,deprecated,,,2021/04/15,['Elastic'],Identifies a suspicious parent child process relationship with cmd.exe descending from PowerShell.exe.,,"['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",kuery,Elastic License v2,PowerShell spawning Cmd,,21,0f616aee-8161-4120-857e-742366f5eeb3,low,"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Execution']",event.ingested,query,"event.category:process and event.type:(start or process_started) and
  process.parent.name:powershell.exe and process.name:cmd.exe
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.001', 'name': 'PowerShell', 'reference': 'https://attack.mitre.org/techniques/T1059/001/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2021/04/15,,
534,2022/03/17,deprecated,,,2022/05/09,['Elastic'],"Identifies Linux binary cpulimit abuse to break out from restricted environments by spawning an interactive system
shell. The cpulimit utility is used to restrict the CPU usage of a process in cases of CPU or system load exceeding the
defined threshold and the activity of spawning a shell is not a standard use of this binary by a user or system
administrator. This can potentially indicate a malicious actor attempting to improve the capabilities or stability of
their access.
",,['logs-endpoint.events.*'],eql,Elastic License v2,Linux Restricted Shell Breakout via cpulimit Shell Evasion,['https://gtfobins.github.io/gtfobins/cpulimit/'],47,0968cfbd-40f0-4b1c-b7b1-a60736c7b241,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Execution', 'GTFOBins']",event.ingested,eql,"process where event.type == ""start"" and process.name in (""bash"", ""sh"", ""dash"") and
  process.parent.name == ""cpulimit"" and process.parent.args == ""-f"" and
  process.parent.args in (""/bin/sh"", ""/bin/bash"", ""/bin/dash"", ""sh"", ""bash"", ""dash"")
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.004', 'name': 'Unix Shell', 'reference': 'https://attack.mitre.org/techniques/T1059/004/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2022/05/09,,
535,2022/03/21,deprecated,,,2022/05/09,['Elastic'],"Identifies Linux binary crash abuse to break out from restricted environments by spawning an interactive system shell.
The crash utility helps analyze Linux crash dump data or a live system and the activity of spawning a shell is not a
standard use of this binary by a user or system administrator. It indicates a potentially malicious actor attempting to
improve the capabilities or stability of their access.
",,['logs-endpoint.events.*'],eql,Elastic License v2,Linux Restricted Shell Breakout via crash Shell evasion,['https://gtfobins.github.io/gtfobins/crash/'],47,ee619805-54d7-4c56-ba6f-7717282ddd73,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Execution', 'GTFOBins']",event.ingested,eql,"process where event.type == ""start"" and process.parent.name == ""crash"" and process.parent.args == ""-h"" and process.name == ""sh""
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.004', 'name': 'Unix Shell', 'reference': 'https://attack.mitre.org/techniques/T1059/004/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2022/05/09,,
536,2022/02/24,deprecated,,,2022/05/09,['Elastic'],"Identifies Linux binary env abuse to break out from restricted environments by spawning an interactive system shell. The
env utility is a shell command for Unix-like operating systems and is used to print a list of environment variables. The
activity of spawning a shell is not a standard use of this binary for a user or system administrator. It indicates a
potentially malicious actor attempting to improve the capabilities or stability of their access.
",,['logs-endpoint.events.*'],eql,Elastic License v2,Linux Restricted Shell Breakout via env Shell Evasion,['https://gtfobins.github.io/gtfobins/env/'],47,72d33577-f155-457d-aad3-379f9b750c97,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Execution', 'GTFOBins']",event.ingested,eql,"process where event.type == ""start"" and process.name : ""env"" and process.args_count == 2 and process.args : (""/bin/sh"", ""/bin/bash"", ""sh"", ""bash"")
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.004', 'name': 'Unix Shell', 'reference': 'https://attack.mitre.org/techniques/T1059/004/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2022/05/09,,
537,2022/03/07,deprecated,,,2022/05/09,['Elastic'],"Identifies Linux binary expect command abuse to break out from restricted environments by spawning an interactive system
shell. The expect utility allows us to automate control of interactive applications such as Telnet, FTP, SSH and others.
The activity of spawning shell is not a standard use of this binary for a user or system administrator and could
potentially indicate malicious actor attempting to improve the capabilities or stability of their access.
",,['logs-endpoint.events.*'],eql,Elastic License v2,Linux Restricted Shell Breakout via the expect command,['https://gtfobins.github.io/gtfobins/expect/'],47,fd3fc25e-7c7c-4613-8209-97942ac609f6,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Execution', 'GTFOBins']",event.ingested,eql,"process where event.type == ""start"" and process.name in (""bash"", ""sh"", ""dash"") and
  process.parent.name == ""expect"" and process.parent.args == ""-c"" and
  process.parent.args in (""spawn /bin/sh;interact"", ""spawn /bin/bash;interact"", ""spawn /bin/dash;interact"", ""spawn sh;interact"", ""spawn bash;interact"", ""spawn dash;interact"")
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.004', 'name': 'Unix Shell', 'reference': 'https://attack.mitre.org/techniques/T1059/004/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2022/05/09,,
538,2022/02/28,deprecated,,,2022/05/09,['Elastic'],"Identifies Linux binary find abuse to break out from restricted environments by spawning an interactive system shell.
The find command in Unix is a command line utility for walking a file hierarchy. The activity of spawning shell is not a
standard use of this binary for a user or system administrator. It indicates a potentially malicious actor attempting to
improve the capabilities or stability of their access.
",,['logs-endpoint.events.*'],eql,Elastic License v2,Linux Restricted Shell Breakout via the find command,['https://gtfobins.github.io/gtfobins/find/'],47,6f683345-bb10-47a7-86a7-71e9c24fb358,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Execution', 'GTFOBins']",event.ingested,eql,"process where event.type == ""start"" and process.name in (""bash"", ""sh"") and
  process.parent.name == ""find"" and process.parent.args == ""-exec"" and
  process.parent.args == "";"" and process.parent.args in (""/bin/bash"", ""/bin/sh"", ""bash"", ""sh"")
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.004', 'name': 'Unix Shell', 'reference': 'https://attack.mitre.org/techniques/T1059/004/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2022/05/09,,
539,2022/03/22,deprecated,,,2022/05/09,['Elastic'],"Identifies Linux binary flock abuse to break out from restricted environments by spawning an interactive system shell.
The flock utility allows users to manage advisory file locks in shell scripts or on the command line. The activity of
spawning a shell is not a standard use of this binary by a user or system administrator. It indicates a potentially
malicious actor attempting to improve the capabilities or stability of their access.
",,['logs-endpoint.events.*'],eql,Elastic License v2,Linux Restricted Shell Breakout via flock Shell evasion,['https://gtfobins.github.io/gtfobins/flock/'],47,f52362cd-baf1-4b6d-84be-064efc826461,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Execution', 'GTFOBins']",event.ingested,eql,"process where event.type == ""start"" and process.parent.name == ""flock"" and process.parent.args == ""-u"" and process.parent.args == ""/"" and process.parent.args in (""/bin/sh"", ""/bin/bash"", ""/bin/dash"", ""sh"", ""bash"", ""dash"") and process.name in (""bash"", ""dash"", ""sh"")
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.004', 'name': 'Unix Shell', 'reference': 'https://attack.mitre.org/techniques/T1059/004/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2022/05/09,,
540,2022/03/09,deprecated,,,2022/05/09,['Elastic'],"Identifies Linux binary gcc abuse to break out from restricted environments by spawning an interactive system shell. The
gcc utility is a complier system for various languages and mainly used to compile C and C++ programs. The activity of
spawning shell is not a standard use of this binary for a user or system administrator. It indicates a potentially
malicious actor attempting to improve the capabilities or stability of their access.
",,['logs-endpoint.events.*'],eql,Elastic License v2,Linux Restricted Shell Breakout via the gcc command,['https://gtfobins.github.io/gtfobins/gcc/'],47,da986d2c-ffbf-4fd6-af96-a88dbf68f386,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Execution', 'GTFOBins']",event.ingested,eql,"process where event.type == ""start"" and process.name in (""sh"", ""dash"", ""bash"")  and
  process.parent.name == ""gcc"" and process.parent.args == ""-wrapper"" and
  process.parent.args in (""sh,-s"", ""bash,-s"", ""dash,-s"", ""/bin/sh,-s"", ""/bin/bash,-s"", ""/bin/dash,-s"")
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.004', 'name': 'Unix Shell', 'reference': 'https://attack.mitre.org/techniques/T1059/004/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2022/05/09,,
541,2020/02/18,deprecated,,,2022/07/25,['Elastic'],Identifies processes running in a temporary folder. This is sometimes done by adversaries to hide malware.,"['    Build systems, like Jenkins, may start processes in the `/tmp` directory. These can be exempted by name or by\n    username.\n    ']","['auditbeat-*', 'logs-endpoint.events.*']",kuery,Elastic License v2,Unusual Process Execution - Temp,,47,df959768-b0c9-4d45-988c-5606a2be8e5a,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Execution']",event.ingested,query,"event.category:process and event.type:(start or process_started) and process.working_directory:/tmp and
  not process.parent.name:(update-motd-updates-available or
                           apt or apt-* or
                           cnf-update-db or
                           appstreamcli or
                           unattended-upgrade or
                           packagekitd) and
  not process.args:(/usr/lib/update-notifier/update-motd-updates-available or
                    /var/lib/command-not-found/)
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2022/07/25,,
542,2022/03/09,deprecated,,,2022/05/09,['Elastic'],"Identifies MySQL server abuse to break out from restricted environments by spawning an interactive system shell. The
MySQL server is an open source relational database management system. The activity of spawning shell is not a standard
use of this binary for a user or system administrator. It indicates a potentially malicious actor attempting to improve
the capabilities or stability of their access.
",,['logs-endpoint.events.*'],eql,Elastic License v2,Linux Restricted Shell Breakout via the mysql command,['https://gtfobins.github.io/gtfobins/mysql/'],47,83b2c6e5-e0b2-42d7-8542-8f3af86a1acb,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Execution', 'GTFOBins']",event.ingested,eql,"process where event.type == ""start"" and process.name in (""bash"", ""sh"", ""dash"") and
  process.parent.name == ""mysql"" and process.parent.args == ""-e"" and
  process.parent.args : (""\\!*sh"", ""\\!*bash"", ""\\!*dash"", ""\\!*/bin/sh"", ""\\!*/bin/bash"", ""\\!*/bin/dash"")
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.004', 'name': 'Unix Shell', 'reference': 'https://attack.mitre.org/techniques/T1059/004/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2022/05/09,,
543,2022/03/10,deprecated,,,2022/05/09,['Elastic'],"Identifies Linux binary SSH abuse to break out from restricted environments by spawning an interactive system shell. The
SSH protocol is a network protocol that gives users, particularly system administrators, a secure way to access a
computer over a network. The activity of spawning shell is not a standard use of this binary for a user or system
administrator. It indicates a potentially malicious actor attempting to improve the capabilities or stability of their
access.
",,['logs-endpoint.events.*'],eql,Elastic License v2,Linux Restricted Shell Breakout via the SSH command,['https://gtfobins.github.io/gtfobins/ssh/'],47,97da359b-2b61-4a40-b2e4-8fc48cf7a294,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Execution', 'GTFOBins']",event.ingested,eql,"process where event.type == ""start"" and process.name : (""bash"", ""sh"", ""dash"") and
  process.parent.name == ""ssh"" and process.parent.args == ""-o"" and
  process.parent.args in (""ProxyCommand=;sh 0<&2 1>&2"", ""ProxyCommand=;bash 0<&2 1>&2"", ""ProxyCommand=;dash 0<&2 1>&2"", ""ProxyCommand=;/bin/sh 0<&2 1>&2"", ""ProxyCommand=;/bin/bash 0<&2 1>&2"", ""ProxyCommand=;/bin/dash 0<&2 1>&2"")
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.004', 'name': 'Unix Shell', 'reference': 'https://attack.mitre.org/techniques/T1059/004/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2022/05/09,,
544,2020/03/25,deprecated,,,2021/03/17,['Elastic'],"RegSvcs.exe and RegAsm.exe are Windows command line utilities that are used to register .NET Component Object Model
(COM) assemblies. Adversaries can use RegSvcs.exe and RegAsm.exe to proxy execution of code through a trusted Windows
utility.
",,"['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",kuery,Elastic License v2,Execution via Regsvcs/Regasm,,21,47f09343-8d1f-4bb5-8bb0-00c9d18f5010,low,"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Execution']",event.ingested,query,"event.category:process and event.type:(start or process_started) and process.name:(RegAsm.exe or RegSvcs.exe)
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}, {'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1218', 'name': 'Signed Binary Proxy Execution', 'reference': 'https://attack.mitre.org/techniques/T1218/', 'subtechnique': [{'id': 'T1218.009', 'name': 'Regsvcs/Regasm', 'reference': 'https://attack.mitre.org/techniques/T1218/009/'}]}], 'tactic': {'id': 'TA0005', 'name': 'Defense Evasion', 'reference': 'https://attack.mitre.org/tactics/TA0005/'}}]",,,,,,,,,,,,,,,,,2021/03/17,,
545,2022/03/03,deprecated,,,2022/05/09,['Elastic'],"Identifies Linux binary find abuse to break out from restricted environments by spawning an interactive system shell.
The vi/vim editor is the standard text editor in Linux distributions, and the activity of spawning a shell is not a
standard use of this binary by a user or system administrator. This could potentially indicate a malicious actor
attempting to improve the capabilities or stability of their access.
",,['logs-endpoint.events.*'],eql,Elastic License v2,Linux Restricted Shell Breakout via the vi command,['https://gtfobins.github.io/gtfobins/vi/'],47,89583d1b-3c2e-4606-8b74-0a9fd2248e88,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Execution', 'GTFOBins']",event.ingested,eql,"process where event.type == ""start"" and process.parent.name in (""vi"", ""vim"") and process.parent.args == ""-c"" and process.parent.args in ("":!/bin/bash"", "":!/bin/sh"", "":!bash"", "":!sh"") and process.name in (""bash"", ""sh"")
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.004', 'name': 'Unix Shell', 'reference': 'https://attack.mitre.org/techniques/T1059/004/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,2022/05/09,,
546,2021/06/06,deprecated,,,2021/08/02,['Elastic'],Identifies the export of an Amazon Relational Database Service (RDS) Aurora database snapshot.,"['    Exporting snapshots may be done by a system or network administrator. Verify whether the user identity, user agent,\n    and/or hostname should be making changes in your environment. Snapshot exports from unfamiliar users or hosts should\n    be investigated. If known behavior is causing false positives, it can be exempted from the rule.\n    ']","['filebeat-*', 'logs-aws*']",kuery,Elastic License v2,AWS RDS Snapshot Export,['https://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_StartExportTask.html'],21,119c8877-8613-416d-a98a-96b6664ee73a5,low,"['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Asset Visibility']",event.ingested,query,"event.dataset:aws.cloudtrail and event.provider:rds.amazonaws.com and event.action:StartExportTask and event.outcome:success
",now-60m,,"## Config

The AWS Fleet integration, Filebeat module, or similarly structured data is required to be compatible with this rule.","[{'framework': 'MITRE ATT&CK', 'tactic': {'name': 'Exfiltration', 'id': 'TA0010', 'reference': 'https://attack.mitre.org/tactics/TA0010/'}}]",,,,10m,,,,,,,,,,,,,2021/08/02,,aws
